workerid,proliferate.condition,internal_node_id,response,response_0,response_1,response_2,response_3,rt,slider_0,slider_1,slider_2,slider_3,slider_start,stimulus,success,time_elapsed,trial_index,trial_type,error,time_value
24,Condition 1,0.0-15.0,,50,10,10,30,17261,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,378349,15,html-multi-slider-response,,15
24,Condition 1,0.0-16.0,,60,5,5,30,12697,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,391299,16,html-multi-slider-response,,10
24,Condition 1,0.0-17.0,,0,40,60,0,13747,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,405299,17,html-multi-slider-response,,45
24,Condition 1,0.0-18.0,,0,60,40,0,8454,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,414014,18,html-multi-slider-response,,90
24,Condition 1,0.0-19.0,,20,30,50,0,18061,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,432337,19,html-multi-slider-response,,30
24,Condition 1,0.0-20.0,,40,0,0,60,9287,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,441890,20,html-multi-slider-response,,5
24,Condition 1,0.0-21.0,,40,0,0,60,7665,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,449819,21,html-multi-slider-response,,10
24,Condition 1,0.0-22.0,,0,35,60,5,13049,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,463132,22,html-multi-slider-response,,90
29,Condition 1,0.0-5.0,,15,37,42,6,58656,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,130660,5,html-multi-slider-response,,15
29,Condition 1,0.0-6.0,,3,59,38,0,66770,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,197695,6,html-multi-slider-response,,120
29,Condition 1,0.0-7.0,,13,52,32,3,40752,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,238705,7,html-multi-slider-response,,60
29,Condition 1,0.0-8.0,,54,6,6,34,50299,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,289257,8,html-multi-slider-response,,10
29,Condition 1,0.0-9.0,,5,47,37,11,35448,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,324969,9,html-multi-slider-response,,30
29,Condition 1,0.0-10.0,,0,64,36,0,25841,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,351063,10,html-multi-slider-response,,60
29,Condition 1,0.0-11.0,,59,4,5,32,101561,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,452881,11,html-multi-slider-response,,10
29,Condition 1,0.0-12.0,,34,20,40,6,40202,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,493338,12,html-multi-slider-response,,30
29,Condition 1,0.0-13.0,,0,64,36,0,24737,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,518327,13,html-multi-slider-response,,90
29,Condition 1,0.0-14.0,,2,58,40,0,37312,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,555898,14,html-multi-slider-response,,45
29,Condition 1,0.0-15.0,,58,20,10,12,57445,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,613601,15,html-multi-slider-response,,20
29,Condition 1,0.0-16.0,,0,56,44,0,14319,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,628175,16,html-multi-slider-response,,45
29,Condition 1,0.0-17.0,,75,2,15,8,29069,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,657510,17,html-multi-slider-response,,15
29,Condition 1,0.0-18.0,,42,0,0,57,34598,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,692374,18,html-multi-slider-response,,5
29,Condition 1,0.0-19.0,,10,0,0,90,16299,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,708926,19,html-multi-slider-response,,5
29,Condition 1,0.0-20.0,,29,21,46,4,72517,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,781710,20,html-multi-slider-response,,20
29,Condition 1,0.0-21.0,,0,85,15,0,20679,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,802648,21,html-multi-slider-response,,120
29,Condition 1,0.0-22.0,,0,80,20,0,15955,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,818860,22,html-multi-slider-response,,90
16,Condition 1,0.0-5.0,,22,30,28,20,27704,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,85705,5,html-multi-slider-response,,10
16,Condition 1,0.0-6.0,,35,24,27,14,11938,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,97905,6,html-multi-slider-response,,15
16,Condition 1,0.0-7.0,,9,35,56,0,12471,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,110639,7,html-multi-slider-response,,90
16,Condition 1,0.0-8.0,,22,25,12,41,8821,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,119713,8,html-multi-slider-response,,45
16,Condition 1,0.0-9.0,,14,22,25,39,15880,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,135847,9,html-multi-slider-response,,30
16,Condition 1,0.0-10.0,,61,11,0,28,9534,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,145634,10,html-multi-slider-response,,10
16,Condition 1,0.0-11.0,,87,0,0,13,8700,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,154587,11,html-multi-slider-response,,5
16,Condition 1,0.0-12.0,,41,29,12,18,12317,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,167166,12,html-multi-slider-response,,20
16,Condition 1,0.0-13.0,,21,28,32,19,11368,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,178800,13,html-multi-slider-response,,20
16,Condition 1,0.0-14.0,,68,0,0,32,10013,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,189079,14,html-multi-slider-response,,5
16,Condition 1,0.0-15.0,,0,28,72,0,6992,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,196325,15,html-multi-slider-response,,60
16,Condition 1,0.0-16.0,,0,0,100,0,3641,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,200223,16,html-multi-slider-response,,120
16,Condition 1,0.0-17.0,,0,0,100,0,5355,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,205837,17,html-multi-slider-response,,60
16,Condition 1,0.0-18.0,,0,28,72,0,5147,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,211243,18,html-multi-slider-response,,90
16,Condition 1,0.0-19.0,,43,57,0,0,6101,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,217600,19,html-multi-slider-response,,30
16,Condition 1,0.0-20.0,,0,0,100,0,3843,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,221708,20,html-multi-slider-response,,120
16,Condition 1,0.0-21.0,,0,100,0,0,3069,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,225035,21,html-multi-slider-response,,15
16,Condition 1,0.0-22.0,,0,27,73,0,5419,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,230719,22,html-multi-slider-response,,45
39,Condition 1,0.0-5.0,,0,20,80,0,42861,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,132218,5,html-multi-slider-response,,10
39,Condition 1,0.0-6.0,,0,0,100,0,16280,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,148755,6,html-multi-slider-response,,60
39,Condition 1,0.0-7.0,,0,0,100,0,7791,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,156810,7,html-multi-slider-response,,90
39,Condition 1,0.0-8.0,,0,0,91,9,97383,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,254458,8,html-multi-slider-response,,120
39,Condition 1,0.0-9.0,,0,100,0,0,14590,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,269304,9,html-multi-slider-response,,45
39,Condition 1,0.0-10.0,,0,0,100,0,9481,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,279042,10,html-multi-slider-response,,90
39,Condition 1,0.0-11.0,,100,0,0,0,6438,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,285741,11,html-multi-slider-response,,15
39,Condition 1,0.0-12.0,,100,0,0,0,70364,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,356361,12,html-multi-slider-response,,10
39,Condition 1,0.0-13.0,,0,0,70,30,13747,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,370365,13,html-multi-slider-response,,120
39,Condition 1,0.0-14.0,,100,0,0,0,8272,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,378903,14,html-multi-slider-response,,5
39,Condition 1,0.0-15.0,,0,100,0,0,5289,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,384458,15,html-multi-slider-response,,20
39,Condition 1,0.0-16.0,,100,0,0,0,6300,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,391025,16,html-multi-slider-response,,5
39,Condition 1,0.0-17.0,,100,0,0,0,9762,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,401046,17,html-multi-slider-response,,15
39,Condition 1,0.0-18.0,,0,100,0,0,21079,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,422383,18,html-multi-slider-response,,30
39,Condition 1,0.0-19.0,,0,100,0,0,7879,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,430521,19,html-multi-slider-response,,20
39,Condition 1,0.0-20.0,,0,90,10,0,49337,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,480125,20,html-multi-slider-response,,30
39,Condition 1,0.0-21.0,,0,0,100,0,67001,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,547391,21,html-multi-slider-response,,45
39,Condition 1,0.0-22.0,,0,0,100,0,6434,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,554091,22,html-multi-slider-response,,60
56,Condition 1,0.0-5.0,,30,20,40,10,46052,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,121751,5,html-multi-slider-response,,15
56,Condition 1,0.0-6.0,,20,20,5,55,39929,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,161933,6,html-multi-slider-response,,5
56,Condition 1,0.0-7.0,,16,40,40,4,49311,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,211510,7,html-multi-slider-response,,30
56,Condition 1,0.0-8.0,,20,35,35,10,73066,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,284835,8,html-multi-slider-response,,30
56,Condition 1,0.0-9.0,,10,10,10,70,41486,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,326571,9,html-multi-slider-response,,5
56,Condition 1,0.0-10.0,,30,10,10,50,68969,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,395801,10,html-multi-slider-response,,10
56,Condition 1,0.0-11.0,,25,35,30,10,51043,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,447102,11,html-multi-slider-response,,45
56,Condition 1,0.0-12.0,,20,35,35,10,38611,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,485972,12,html-multi-slider-response,,60
56,Condition 1,0.0-13.0,,5,36,34,25,32314,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,518541,13,html-multi-slider-response,,90
56,Condition 1,0.0-14.0,,15,30,30,25,35559,I'll be here for a bit,I'll be here for some time,I'll be here for a while,something else,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p>How likely do you think it is that someone would use these sentences? <br> Make sure that your responses sum up to one hundred percent.</p>",,554357,14,html-multi-slider-response,,20
