workerid,proliferate.condition,internal_node_id,response,response_0,response_1,response_2,rt,slider_0,slider_1,slider_2,slider_start,stimulus,success,time_elapsed,trial_index,trial_type,error,time_value
100,30_while,0.0-32.0,,100,0,0,8152,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,224228,32,html-multi-slider-response,,20
100,30_while,0.0-33.0,,100,0,0,4305,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,228792,33,html-multi-slider-response,,20
100,30_while,0.0-34.0,,0,0,100,7318,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,236363,34,html-multi-slider-response,,10
100,30_while,0.0-35.0,,0,0,100,6864,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,243492,35,html-multi-slider-response,,5
100,30_while,0.0-36.0,,0,100,0,8516,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,252272,36,html-multi-slider-response,,90
100,30_while,0.0-37.0,,0,100,0,4435,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,256972,37,html-multi-slider-response,,30
100,30_while,0.0-38.0,,100,0,0,3935,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,261172,38,html-multi-slider-response,,15
100,30_while,0.0-39.0,,0,100,0,7066,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,268490,39,html-multi-slider-response,,60
70,30_while,0.0-22.0,,0,100,0,37074,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,310889,22,html-multi-slider-response,,30
70,30_while,0.0-23.0,,0,50,50,64086,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,375230,23,html-multi-slider-response,,60
70,30_while,0.0-24.0,,40,0,60,102377,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,477862,24,html-multi-slider-response,,5
70,30_while,0.0-25.0,,50,0,50,29856,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,507973,25,html-multi-slider-response,,10
70,30_while,0.0-26.0,,100,0,0,15120,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,523347,26,html-multi-slider-response,,15
70,30_while,0.0-27.0,,50,50,0,26744,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,550345,27,html-multi-slider-response,,20
70,30_while,0.0-28.0,,0,50,50,24554,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,575153,28,html-multi-slider-response,,45
70,30_while,0.0-29.0,,0,40,60,31317,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,606724,29,html-multi-slider-response,,60
70,30_while,0.0-30.0,,50,50,0,23586,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,630564,30,html-multi-slider-response,,10
70,30_while,0.0-31.0,,50,50,0,44470,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,675288,31,html-multi-slider-response,,20
70,30_while,0.0-32.0,,0,25,75,24925,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,700467,32,html-multi-slider-response,,90
70,30_while,0.0-33.0,,0,25,75,32505,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,733227,33,html-multi-slider-response,,90
70,30_while,0.0-34.0,,0,100,0,21574,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,755056,34,html-multi-slider-response,,30
70,30_while,0.0-35.0,,25,0,75,36615,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,791924,35,html-multi-slider-response,,5
70,30_while,0.0-36.0,,0,25,75,38334,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,830513,36,html-multi-slider-response,,120
70,30_while,0.0-37.0,,100,0,0,12185,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,842952,37,html-multi-slider-response,,15
70,30_while,0.0-38.0,,0,75,25,60661,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,903866,38,html-multi-slider-response,,45
70,30_while,0.0-39.0,,0,25,75,35094,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,939214,39,html-multi-slider-response,,120
84,30_while,0.0-22.0,,0,100,0,5761,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,105721,22,html-multi-slider-response,,30
84,30_while,0.0-23.0,,100,0,0,2994,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,108968,23,html-multi-slider-response,,15
84,30_while,0.0-24.0,,0,100,0,5546,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,114768,24,html-multi-slider-response,,60
84,30_while,0.0-25.0,,0,100,0,4413,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,119434,25,html-multi-slider-response,,45
84,30_while,0.0-26.0,,0,0,100,4232,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,123918,26,html-multi-slider-response,,120
84,30_while,0.0-27.0,,0,0,100,6946,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,131117,27,html-multi-slider-response,,5
84,30_while,0.0-28.0,,0,0,100,4180,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,135551,28,html-multi-slider-response,,90
84,30_while,0.0-29.0,,0,0,100,2963,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,138767,29,html-multi-slider-response,,90
84,30_while,0.0-30.0,,100,0,0,2464,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,141484,30,html-multi-slider-response,,15
84,30_while,0.0-31.0,,0,100,0,3981,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,145718,31,html-multi-slider-response,,30
84,30_while,0.0-32.0,,85,15,0,9130,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,155101,32,html-multi-slider-response,,20
84,30_while,0.0-33.0,,100,0,0,2747,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,158102,33,html-multi-slider-response,,10
84,30_while,0.0-34.0,,0,87,13,7963,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,166318,34,html-multi-slider-response,,45
84,30_while,0.0-35.0,,100,0,0,3280,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,169851,35,html-multi-slider-response,,20
84,30_while,0.0-36.0,,100,0,0,2981,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,173084,36,html-multi-slider-response,,5
84,30_while,0.0-37.0,,100,0,0,2147,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,175484,37,html-multi-slider-response,,10
84,30_while,0.0-38.0,,0,0,100,2182,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,177918,38,html-multi-slider-response,,120
84,30_while,0.0-39.0,,0,0,100,2363,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,180534,39,html-multi-slider-response,,60
86,30_while,0.0-22.0,,0,100,0,21203,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,190055,22,html-multi-slider-response,,30
86,30_while,0.0-23.0,,0,100,0,7501,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,197815,23,html-multi-slider-response,,120
86,30_while,0.0-24.0,,0,100,0,7451,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,205527,24,html-multi-slider-response,,30
86,30_while,0.0-25.0,,0,100,0,5347,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,211130,25,html-multi-slider-response,,60
86,30_while,0.0-26.0,,0,100,0,4279,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,215674,26,html-multi-slider-response,,45
86,30_while,0.0-27.0,,100,0,0,4233,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,220164,27,html-multi-slider-response,,10
86,30_while,0.0-28.0,,100,0,0,5848,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,226270,28,html-multi-slider-response,,20
86,30_while,0.0-29.0,,100,0,0,3881,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,230411,29,html-multi-slider-response,,15
86,30_while,0.0-30.0,,100,0,0,3929,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_20.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,234599,30,html-multi-slider-response,,20
86,30_while,0.0-31.0,,0,100,0,3304,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,238162,31,html-multi-slider-response,,60
86,30_while,0.0-32.0,,0,100,0,3424,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,241840,32,html-multi-slider-response,,90
86,30_while,0.0-33.0,,100,0,0,3142,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,245244,33,html-multi-slider-response,,15
86,30_while,0.0-34.0,,0,100,0,2983,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,248490,34,html-multi-slider-response,,45
86,30_while,0.0-35.0,,0,100,0,2731,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_120.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,251482,35,html-multi-slider-response,,120
86,30_while,0.0-36.0,,100,0,0,3484,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,255222,36,html-multi-slider-response,,5
86,30_while,0.0-37.0,,0,100,0,4052,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_90.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,259532,37,html-multi-slider-response,,90
86,30_while,0.0-38.0,,100,0,0,3016,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,262804,38,html-multi-slider-response,,10
86,30_while,0.0-39.0,,100,0,0,2452,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,265512,39,html-multi-slider-response,,5
112,30_while,0.0-22.0,,100,0,0,8854,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,133538,22,html-multi-slider-response,,10
112,30_while,0.0-23.0,,100,0,0,7815,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_15.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,141610,23,html-multi-slider-response,,15
112,30_while,0.0-24.0,,0,100,0,3967,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,145833,24,html-multi-slider-response,,45
112,30_while,0.0-25.0,,0,100,0,4939,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_60.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,151029,25,html-multi-slider-response,,60
112,30_while,0.0-26.0,,80,20,0,6946,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_30.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,158229,26,html-multi-slider-response,,30
112,30_while,0.0-27.0,,100,0,0,4734,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_10.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,163217,27,html-multi-slider-response,,10
112,30_while,0.0-28.0,,0,100,0,5116,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_45.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,168591,28,html-multi-slider-response,,45
112,30_while,0.0-29.0,,100,0,0,3671,I'll be here for a bit,I'll be here for a while,<em>something else</em>,0,"<p><img src=""../proexpec/q/q_b_5.jpg"" class=""scaled-img"" /></p><p style=""font-size: 22px"">How likely do you think it is that the man will respond with each of the following sentences? <br>Make sure that your responses sum up to 100.</p>",,172523,29,html-multi-slider-response,,5
